order_id,customer_id,order_date,acquisition_channel,order_amount
ORD-002326,CUST-00838,2025-10-30,Paid Search,69.32
ORD-002327,CUST-00838,2025-11-13,Paid Search,136.66
ORD-002328,CUST-00839,2025-08-01,Display,72.54
ORD-002329,CUST-00839,2025-10-15,Display,63.22
ORD-002330,CUST-00839,2025-11-30,Display,113.26
ORD-002331,CUST-00839,2025-10-12,Display,81.34
ORD-002332,CUST-00840,2025-02-07,Paid Social,103.65
ORD-002333,CUST-00841,2025-08-09,Paid Search,99.04
ORD-002334,CUST-00842,2025-11-17,Paid Search,100.56
ORD-002335,CUST-00842,2025-12-20,Paid Search,138.83
ORD-002336,CUST-00843,2025-09-14,Organic Social,59.49
ORD-002337,CUST-00844,2025-06-25,Email,90.37
ORD-002338,CUST-00844,2025-10-03,Email,77.79
ORD-002339,CUST-00844,2025-12-29,Email,119.09
ORD-002340,CUST-00845,2025-08-09,Paid Search,62.34
ORD-002341,CUST-00845,2025-09-16,Paid Search,69.25
ORD-002342,CUST-00845,2025-11-15,Paid Search,122.32
ORD-002343,CUST-00845,2025-11-21,Paid Search,115.76
ORD-002344,CUST-00845,2025-08-19,Paid Search,80.52
ORD-002345,CUST-00846,2025-03-24,Paid Search,128.79
ORD-002346,CUST-00847,2025-05-18,Paid Social,72.98
ORD-002347,CUST-00847,2025-06-23,Paid Social,87.68
ORD-002348,CUST-00847,2025-06-16,Paid Social,59.36
ORD-002349,CUST-00848,2025-10-02,Email,111.01
ORD-002350,CUST-00849,2025-08-27,Paid Search,152.38
ORD-002351,CUST-00850,2025-10-24,Paid Search,103.85
ORD-002352,CUST-00850,2025-12-06,Paid Search,117.5
ORD-002353,CUST-00851,2025-05-10,Affiliate,81.73
ORD-002354,CUST-00851,2025-07-25,Affiliate,92.9
ORD-002355,CUST-00851,2025-10-09,Affiliate,77.01
ORD-002356,CUST-00852,2025-01-27,Paid Social,101.17
ORD-002357,CUST-00852,2025-02-01,Paid Social,90.6
ORD-002358,CUST-00852,2025-02-27,Paid Social,103.84
ORD-002359,CUST-00853,2025-02-23,Paid Search,72.68
ORD-002360,CUST-00853,2025-03-23,Paid Search,78.76
ORD-002361,CUST-00853,2025-04-20,Paid Search,109.49
ORD-002362,CUST-00854,2025-05-25,Paid Search,129.56
ORD-002363,CUST-00854,2025-12-18,Paid Search,89.51
ORD-002364,CUST-00854,2025-12-09,Paid Search,98.8
ORD-002365,CUST-00855,2025-06-26,Paid Social,96.07
ORD-002366,CUST-00856,2025-04-27,Paid Search,150.9
ORD-002367,CUST-00856,2025-05-15,Paid Search,136.06
ORD-002368,CUST-00856,2025-09-09,Paid Search,56.83
ORD-002369,CUST-00856,2025-05-19,Paid Search,108.14
ORD-002370,CUST-00857,2025-04-08,Paid Search,136.42
ORD-002371,CUST-00857,2025-07-23,Paid Search,92.69
ORD-002372,CUST-00858,2025-04-05,Display,66.33
ORD-002373,CUST-00858,2025-04-15,Display,106.71
ORD-002374,CUST-00858,2025-10-03,Display,77.1
ORD-002375,CUST-00858,2025-05-22,Display,112.25
ORD-002376,CUST-00859,2025-09-20,Paid Social,79.01
ORD-002377,CUST-00859,2025-11-06,Paid Social,124.9
ORD-002378,CUST-00859,2025-11-03,Paid Social,57.24
ORD-002379,CUST-00859,2025-11-28,Paid Social,85.85
ORD-002380,CUST-00860,2025-02-15,Paid Social,82.75
ORD-002381,CUST-00860,2025-03-07,Paid Social,42.01
ORD-002382,CUST-00860,2025-06-24,Paid Social,61.23
ORD-002383,CUST-00860,2025-03-21,Paid Social,107.18
ORD-002384,CUST-00861,2025-11-07,Email,65.77
ORD-002385,CUST-00862,2025-08-31,Affiliate,113.96
ORD-002386,CUST-00862,2025-09-16,Affiliate,66.37
ORD-002387,CUST-00863,2025-03-30,Paid Search,71.25
ORD-002388,CUST-00863,2025-06-23,Paid Search,66.16
ORD-002389,CUST-00863,2025-07-21,Paid Search,70.0
ORD-002390,CUST-00863,2025-04-24,Paid Search,99.54
ORD-002391,CUST-00863,2025-04-07,Paid Search,92.86
ORD-002392,CUST-00863,2025-06-30,Paid Search,130.24
ORD-002393,CUST-00864,2025-01-21,Paid Search,119.91
ORD-002394,CUST-00864,2025-03-16,Paid Search,111.9
ORD-002395,CUST-00864,2025-07-28,Paid Search,95.61
ORD-002396,CUST-00864,2025-04-16,Paid Search,95.2
ORD-002397,CUST-00864,2025-12-03,Paid Search,58.74
ORD-002398,CUST-00865,2025-06-26,Paid Search,82.41
ORD-002399,CUST-00865,2025-07-11,Paid Search,110.85
ORD-002400,CUST-00865,2025-12-24,Paid Search,154.76
ORD-002401,CUST-00866,2025-04-19,Organic Social,78.27
ORD-002402,CUST-00866,2025-06-16,Organic Social,119.41
ORD-002403,CUST-00866,2025-10-06,Organic Social,67.43
ORD-002404,CUST-00867,2025-01-25,Email,51.82
ORD-002405,CUST-00867,2025-03-04,Email,107.66
ORD-002406,CUST-00868,2025-04-24,Paid Search,69.53
ORD-002407,CUST-00868,2025-05-24,Paid Search,157.1
ORD-002408,CUST-00868,2025-08-09,Paid Search,112.31
ORD-002409,CUST-00868,2025-06-19,Paid Search,118.18
ORD-002410,CUST-00869,2025-08-11,Paid Search,87.11
ORD-002411,CUST-00869,2025-11-13,Paid Search,169.85
ORD-002412,CUST-00869,2025-08-29,Paid Search,142.8
ORD-002413,CUST-00869,2025-12-23,Paid Search,116.77
ORD-002414,CUST-00870,2025-02-25,Display,112.42
ORD-002415,CUST-00870,2025-03-12,Display,85.56
ORD-002416,CUST-00871,2025-08-09,Paid Search,104.53
ORD-002417,CUST-00871,2025-09-02,Paid Search,59.67
ORD-002418,CUST-00871,2025-08-30,Paid Search,111.68
ORD-002419,CUST-00872,2025-07-01,Display,124.77
ORD-002420,CUST-00872,2025-09-29,Display,113.31
ORD-002421,CUST-00872,2025-07-19,Display,100.82
ORD-002422,CUST-00872,2025-10-05,Display,52.79
ORD-002423,CUST-00872,2025-08-25,Display,131.21
ORD-002424,CUST-00872,2025-09-25,Display,54.57
ORD-002425,CUST-00873,2025-01-02,Organic Social,46.03
ORD-002426,CUST-00873,2025-01-22,Organic Social,81.96
ORD-002427,CUST-00873,2025-02-18,Organic Social,86.57
ORD-002428,CUST-00873,2025-01-25,Organic Social,56.79
ORD-002429,CUST-00874,2025-04-08,Paid Search,130.83
ORD-002430,CUST-00874,2025-04-27,Paid Search,75.95
ORD-002431,CUST-00875,2025-09-10,Paid Search,107.27
ORD-002432,CUST-00876,2025-10-12,Paid Search,88.41
ORD-002433,CUST-00876,2025-10-12,Paid Search,158.57
ORD-002434,CUST-00876,2025-11-17,Paid Search,108.41
ORD-002435,CUST-00877,2025-06-15,Paid Search,60.17
ORD-002436,CUST-00877,2025-06-29,Paid Search,139.39
ORD-002437,CUST-00877,2025-11-23,Paid Search,94.2
ORD-002438,CUST-00878,2025-01-04,Email,132.76
ORD-002439,CUST-00878,2025-01-05,Email,97.96
ORD-002440,CUST-00878,2025-02-28,Email,86.52
ORD-002441,CUST-00879,2025-02-14,Paid Search,118.89
ORD-002442,CUST-00879,2025-05-14,Paid Search,141.02
ORD-002443,CUST-00880,2025-08-20,Paid Social,71.91
ORD-002444,CUST-00880,2025-10-26,Paid Social,68.96
ORD-002445,CUST-00880,2025-09-18,Paid Social,72.8
ORD-002446,CUST-00880,2025-08-26,Paid Social,40.27
ORD-002447,CUST-00881,2025-01-17,Paid Social,72.32
ORD-002448,CUST-00881,2025-04-17,Paid Social,99.73
ORD-002449,CUST-00881,2025-04-08,Paid Social,60.51
ORD-002450,CUST-00882,2025-03-17,Organic Social,47.53
ORD-002451,CUST-00882,2025-04-14,Organic Social,96.56
ORD-002452,CUST-00883,2025-11-06,Paid Social,106.91
ORD-002453,CUST-00883,2025-11-21,Paid Social,83.88
ORD-002454,CUST-00884,2025-01-01,Paid Search,115.42
ORD-002455,CUST-00885,2025-04-20,Paid Search,104.14
ORD-002456,CUST-00885,2025-04-25,Paid Search,98.12
ORD-002457,CUST-00886,2025-10-06,Display,111.95
ORD-002458,CUST-00886,2025-11-18,Display,55.01
ORD-002459,CUST-00886,2025-10-30,Display,104.27
ORD-002460,CUST-00887,2025-06-21,Paid Search,130.28
ORD-002461,CUST-00887,2025-08-06,Paid Search,128.35
ORD-002462,CUST-00887,2025-07-28,Paid Search,95.98
ORD-002463,CUST-00888,2025-09-19,Paid Search,78.28
ORD-002464,CUST-00888,2025-10-30,Paid Search,93.88
ORD-002465,CUST-00888,2025-12-21,Paid Search,94.3
ORD-002466,CUST-00888,2025-12-14,Paid Search,82.71
ORD-002467,CUST-00889,2025-07-23,Organic Social,44.8
ORD-002468,CUST-00889,2025-07-31,Organic Social,106.24
ORD-002469,CUST-00889,2025-08-07,Organic Social,52.74
ORD-002470,CUST-00890,2025-09-17,Paid Search,72.18
ORD-002471,CUST-00890,2025-11-24,Paid Search,83.24
ORD-002472,CUST-00890,2025-09-28,Paid Search,87.5
ORD-002473,CUST-00890,2025-12-17,Paid Search,92.69
ORD-002474,CUST-00891,2025-02-01,Paid Search,80.62
ORD-002475,CUST-00891,2025-11-21,Paid Search,110.0
ORD-002476,CUST-00891,2025-04-11,Paid Search,82.2
ORD-002477,CUST-00892,2025-04-11,Affiliate,91.56
ORD-002478,CUST-00892,2025-05-15,Affiliate,108.09
ORD-002479,CUST-00893,2025-03-17,Paid Search,66.49
ORD-002480,CUST-00893,2025-04-10,Paid Search,93.5
ORD-002481,CUST-00893,2025-04-05,Paid Search,61.78
ORD-002482,CUST-00893,2025-05-19,Paid Search,125.91
ORD-002483,CUST-00893,2025-03-30,Paid Search,99.57
ORD-002484,CUST-00893,2025-12-29,Paid Search,134.05
ORD-002485,CUST-00894,2025-06-15,Paid Search,61.97
ORD-002486,CUST-00895,2025-06-07,Paid Search,80.51
ORD-002487,CUST-00895,2025-07-03,Paid Search,96.7
ORD-002488,CUST-00896,2025-03-16,Display,77.87
ORD-002489,CUST-00897,2025-05-09,Organic Social,64.64
ORD-002490,CUST-00897,2025-05-12,Organic Social,60.75
ORD-002491,CUST-00898,2025-08-17,Email,102.24
ORD-002492,CUST-00898,2025-08-17,Email,106.59
ORD-002493,CUST-00898,2025-12-18,Email,74.88
ORD-002494,CUST-00898,2025-11-13,Email,91.8
ORD-002495,CUST-00899,2025-09-16,Paid Search,75.98
ORD-002496,CUST-00899,2025-09-21,Paid Search,120.34
ORD-002497,CUST-00899,2025-10-15,Paid Search,147.3
ORD-002498,CUST-00900,2025-09-02,Paid Search,112.5
ORD-002499,CUST-00900,2025-10-10,Paid Search,77.79
ORD-002500,CUST-00900,2025-10-22,Paid Search,81.64
ORD-002501,CUST-00901,2025-05-16,Email,124.18
ORD-002502,CUST-00901,2025-05-29,Email,96.75
ORD-002503,CUST-00902,2025-05-17,Display,114.82
ORD-002504,CUST-00902,2025-05-24,Display,71.14
ORD-002505,CUST-00902,2025-06-17,Display,84.36
ORD-002506,CUST-00903,2025-07-10,Email,59.85
ORD-002507,CUST-00903,2025-07-14,Email,78.49
ORD-002508,CUST-00904,2025-06-17,Email,90.91
ORD-002509,CUST-00904,2025-06-22,Email,99.71
ORD-002510,CUST-00904,2025-08-12,Email,55.82
ORD-002511,CUST-00905,2025-03-05,Organic Social,121.82
ORD-002512,CUST-00905,2025-05-29,Organic Social,50.21
ORD-002513,CUST-00905,2025-04-18,Organic Social,59.57
ORD-002514,CUST-00905,2025-06-19,Organic Social,32.41
ORD-002515,CUST-00906,2025-08-20,Paid Search,75.58
ORD-002516,CUST-00906,2025-12-18,Paid Search,90.08
ORD-002517,CUST-00906,2025-11-30,Paid Search,109.07
ORD-002518,CUST-00906,2025-08-30,Paid Search,127.08
ORD-002519,CUST-00906,2025-12-18,Paid Search,55.88
ORD-002520,CUST-00906,2025-11-11,Paid Search,108.1
ORD-002521,CUST-00907,2025-06-13,Paid Search,43.87
ORD-002522,CUST-00908,2025-04-15,Affiliate,122.71
ORD-002523,CUST-00908,2025-05-07,Affiliate,97.16
ORD-002524,CUST-00909,2025-10-23,Paid Search,90.52
ORD-002525,CUST-00909,2025-10-27,Paid Search,72.5
ORD-002526,CUST-00910,2025-06-03,Paid Social,45.67
ORD-002527,CUST-00910,2025-06-08,Paid Social,62.1
ORD-002528,CUST-00911,2025-06-23,Email,80.76
ORD-002529,CUST-00911,2025-08-13,Email,105.48
ORD-002530,CUST-00911,2025-08-31,Email,55.39
ORD-002531,CUST-00911,2025-08-17,Email,52.66
ORD-002532,CUST-00912,2025-02-16,Paid Social,59.87
ORD-002533,CUST-00912,2025-03-08,Paid Social,64.59
ORD-002534,CUST-00912,2025-04-17,Paid Social,68.36
ORD-002535,CUST-00912,2025-03-10,Paid Social,34.63
ORD-002536,CUST-00912,2025-04-14,Paid Social,103.76
ORD-002537,CUST-00912,2025-06-10,Paid Social,86.53
ORD-002538,CUST-00912,2025-09-30,Paid Social,40.02
ORD-002539,CUST-00913,2025-02-04,Paid Search,71.03
ORD-002540,CUST-00914,2025-06-21,Organic Social,55.86
ORD-002541,CUST-00914,2025-06-25,Organic Social,84.97
ORD-002542,CUST-00914,2025-08-19,Organic Social,46.17
ORD-002543,CUST-00915,2025-11-02,Paid Search,101.9
ORD-002544,CUST-00916,2025-07-24,Paid Social,91.42
ORD-002545,CUST-00916,2025-08-04,Paid Social,100.61
ORD-002546,CUST-00916,2025-09-15,Paid Social,96.34
ORD-002547,CUST-00916,2025-12-04,Paid Social,122.74
ORD-002548,CUST-00917,2025-02-09,Paid Search,150.3
ORD-002549,CUST-00917,2025-02-17,Paid Search,101.51
ORD-002550,CUST-00917,2025-03-03,Paid Search,124.85
ORD-002551,CUST-00918,2025-11-10,Affiliate,179.61
ORD-002552,CUST-00919,2025-02-26,Paid Search,119.09
ORD-002553,CUST-00919,2025-03-10,Paid Search,79.12
ORD-002554,CUST-00919,2025-06-19,Paid Search,74.73
ORD-002555,CUST-00919,2025-07-08,Paid Search,121.0
ORD-002556,CUST-00919,2025-03-14,Paid Search,109.36
ORD-002557,CUST-00920,2025-04-27,Affiliate,99.54
ORD-002558,CUST-00920,2025-05-05,Affiliate,93.93
ORD-002559,CUST-00920,2025-07-15,Affiliate,70.87
ORD-002560,CUST-00920,2025-10-22,Affiliate,118.8
ORD-002561,CUST-00921,2025-04-06,Paid Search,92.17
ORD-002562,CUST-00921,2025-04-14,Paid Search,114.48
ORD-002563,CUST-00921,2025-06-03,Paid Search,54.41
ORD-002564,CUST-00921,2025-05-08,Paid Search,83.0
ORD-002565,CUST-00922,2025-03-17,Paid Social,58.94
ORD-002566,CUST-00922,2025-03-17,Paid Social,70.7
ORD-002567,CUST-00922,2025-04-06,Paid Social,50.51
ORD-002568,CUST-00923,2025-10-27,Display,64.0
ORD-002569,CUST-00923,2025-11-12,Display,85.95
ORD-002570,CUST-00923,2025-11-19,Display,53.57
ORD-002571,CUST-00923,2025-11-21,Display,65.81
ORD-002572,CUST-00924,2025-03-03,Paid Search,74.97
ORD-002573,CUST-00924,2025-03-08,Paid Search,111.87
ORD-002574,CUST-00924,2025-04-10,Paid Search,151.77
ORD-002575,CUST-00924,2025-08-16,Paid Search,86.5
ORD-002576,CUST-00925,2025-06-24,Paid Social,63.04
ORD-002577,CUST-00925,2025-06-25,Paid Social,99.07
ORD-002578,CUST-00925,2025-10-10,Paid Social,56.96
ORD-002579,CUST-00925,2025-11-06,Paid Social,100.21
ORD-002580,CUST-00926,2025-03-15,Email,96.24
ORD-002581,CUST-00926,2025-04-04,Email,72.24
ORD-002582,CUST-00927,2025-04-13,Paid Search,109.0
ORD-002583,CUST-00927,2025-07-20,Paid Search,81.21
ORD-002584,CUST-00927,2025-04-17,Paid Search,77.54
ORD-002585,CUST-00928,2025-01-03,Organic Social,56.39
ORD-002586,CUST-00928,2025-06-08,Organic Social,77.99
ORD-002587,CUST-00928,2025-03-30,Organic Social,48.75
ORD-002588,CUST-00929,2025-06-06,Paid Search,137.38
ORD-002589,CUST-00929,2025-06-13,Paid Search,141.05
ORD-002590,CUST-00929,2025-09-06,Paid Search,96.01
ORD-002591,CUST-00929,2025-06-21,Paid Search,103.18
ORD-002592,CUST-00929,2025-09-20,Paid Search,71.03
ORD-002593,CUST-00930,2025-04-13,Display,105.95
ORD-002594,CUST-00930,2025-07-25,Display,112.18
ORD-002595,CUST-00930,2025-04-28,Display,62.99
ORD-002596,CUST-00930,2025-08-20,Display,79.44
ORD-002597,CUST-00930,2025-04-13,Display,78.55
ORD-002598,CUST-00931,2025-06-12,Affiliate,102.83
ORD-002599,CUST-00931,2025-07-15,Affiliate,68.7
ORD-002600,CUST-00931,2025-09-19,Affiliate,91.72
ORD-002601,CUST-00931,2025-12-10,Affiliate,99.59
ORD-002602,CUST-00931,2025-07-26,Affiliate,77.22
ORD-002603,CUST-00932,2025-05-10,Paid Social,50.35
ORD-002604,CUST-00932,2025-05-31,Paid Social,110.05
ORD-002605,CUST-00932,2025-05-20,Paid Social,55.4
ORD-002606,CUST-00932,2025-09-10,Paid Social,81.55
ORD-002607,CUST-00932,2025-06-19,Paid Social,133.77
ORD-002608,CUST-00933,2025-04-10,Paid Search,103.47
ORD-002609,CUST-00933,2025-05-14,Paid Search,155.19
ORD-002610,CUST-00934,2025-08-16,Paid Search,92.68
ORD-002611,CUST-00934,2025-08-30,Paid Search,134.93
ORD-002612,CUST-00935,2025-08-30,Organic Social,30.63
ORD-002613,CUST-00935,2025-09-01,Organic Social,81.75
ORD-002614,CUST-00935,2025-12-07,Organic Social,107.0
ORD-002615,CUST-00935,2025-09-02,Organic Social,92.99
ORD-002616,CUST-00936,2025-08-05,Display,88.39
ORD-002617,CUST-00936,2025-09-21,Display,86.18
ORD-002618,CUST-00937,2025-02-03,Paid Social,75.51
ORD-002619,CUST-00937,2025-03-29,Paid Social,81.28
ORD-002620,CUST-00937,2025-03-09,Paid Social,101.82
ORD-002621,CUST-00937,2025-12-20,Paid Social,48.21
ORD-002622,CUST-00938,2025-08-21,Paid Search,120.52
ORD-002623,CUST-00938,2025-09-07,Paid Search,102.84
ORD-002624,CUST-00939,2025-05-20,Paid Search,82.51
ORD-002625,CUST-00939,2025-06-18,Paid Search,113.06
ORD-002626,CUST-00940,2025-05-16,Display,108.26
ORD-002627,CUST-00940,2025-10-20,Display,136.52
ORD-002628,CUST-00940,2025-06-25,Display,95.32
ORD-002629,CUST-00941,2025-11-02,Organic Social,86.64
ORD-002630,CUST-00941,2025-11-03,Organic Social,80.56
ORD-002631,CUST-00942,2025-10-11,Paid Search,76.12
ORD-002632,CUST-00942,2025-12-11,Paid Search,103.94
ORD-002633,CUST-00942,2025-11-15,Paid Search,77.84
ORD-002634,CUST-00942,2025-12-17,Paid Search,75.39
ORD-002635,CUST-00943,2025-11-22,Display,76.04
ORD-002636,CUST-00944,2025-04-21,Paid Search,87.9
ORD-002637,CUST-00944,2025-05-26,Paid Search,98.11
ORD-002638,CUST-00944,2025-05-11,Paid Search,90.21
ORD-002639,CUST-00944,2025-10-29,Paid Search,95.65
ORD-002640,CUST-00944,2025-04-27,Paid Search,85.1
ORD-002641,CUST-00944,2025-08-26,Paid Search,71.97
ORD-002642,CUST-00945,2025-06-13,Affiliate,117.9
ORD-002643,CUST-00945,2025-07-28,Affiliate,111.16
ORD-002644,CUST-00945,2025-12-05,Affiliate,79.68
ORD-002645,CUST-00945,2025-07-22,Affiliate,79.44
ORD-002646,CUST-00946,2025-07-20,Paid Social,64.9
ORD-002647,CUST-00946,2025-08-15,Paid Social,89.02
ORD-002648,CUST-00946,2025-11-07,Paid Social,98.69
ORD-002649,CUST-00947,2025-02-18,Display,40.4
ORD-002650,CUST-00947,2025-02-21,Display,121.87
ORD-002651,CUST-00947,2025-05-14,Display,86.56
ORD-002652,CUST-00947,2025-07-20,Display,115.35
ORD-002653,CUST-00947,2025-03-23,Display,139.25
ORD-002654,CUST-00947,2025-12-30,Display,73.14
ORD-002655,CUST-00948,2025-07-28,Organic Social,40.77
ORD-002656,CUST-00948,2025-07-28,Organic Social,65.45
ORD-002657,CUST-00949,2025-10-14,Email,141.67
ORD-002658,CUST-00949,2025-12-18,Email,111.86
ORD-002659,CUST-00949,2025-12-16,Email,108.93
ORD-002660,CUST-00950,2025-07-30,Organic Social,69.93
ORD-002661,CUST-00950,2025-08-24,Organic Social,80.17
ORD-002662,CUST-00950,2025-10-13,Organic Social,63.01
ORD-002663,CUST-00950,2025-12-24,Organic Social,74.89
ORD-002664,CUST-00951,2025-08-15,Paid Search,63.58
ORD-002665,CUST-00951,2025-08-26,Paid Search,138.48
ORD-002666,CUST-00952,2025-03-05,Organic Social,78.63
ORD-002667,CUST-00952,2025-04-19,Organic Social,100.0
ORD-002668,CUST-00952,2025-06-17,Organic Social,74.89
ORD-002669,CUST-00953,2025-02-23,Affiliate,172.43
ORD-002670,CUST-00953,2025-05-19,Affiliate,71.88
ORD-002671,CUST-00954,2025-10-10,Paid Search,73.2
ORD-002672,CUST-00954,2025-10-10,Paid Search,99.38
ORD-002673,CUST-00955,2025-01-15,Paid Social,94.62
ORD-002674,CUST-00955,2025-01-19,Paid Social,58.76
ORD-002675,CUST-00955,2025-02-11,Paid Social,100.7
ORD-002676,CUST-00955,2025-12-28,Paid Social,86.49
ORD-002677,CUST-00956,2025-11-05,Organic Social,103.28
ORD-002678,CUST-00956,2025-11-30,Organic Social,109.32
ORD-002679,CUST-00956,2025-12-24,Organic Social,56.11
ORD-002680,CUST-00957,2025-06-04,Paid Search,71.09
ORD-002681,CUST-00957,2025-06-28,Paid Search,112.14
ORD-002682,CUST-00957,2025-07-23,Paid Search,143.21
ORD-002683,CUST-00957,2025-09-21,Paid Search,181.25
ORD-002684,CUST-00958,2025-03-12,Paid Social,66.54
ORD-002685,CUST-00958,2025-05-22,Paid Social,56.39
ORD-002686,CUST-00959,2025-10-01,Display,61.28
ORD-002687,CUST-00959,2025-10-31,Display,65.98
ORD-002688,CUST-00959,2025-10-19,Display,96.63
ORD-002689,CUST-00960,2025-11-02,Paid Search,119.41
ORD-002690,CUST-00960,2025-11-20,Paid Search,64.77
ORD-002691,CUST-00961,2025-02-06,Display,98.06
ORD-002692,CUST-00961,2025-04-26,Display,98.28
ORD-002693,CUST-00961,2025-04-12,Display,85.18
ORD-002694,CUST-00961,2025-11-05,Display,105.68
ORD-002695,CUST-00962,2025-11-23,Paid Social,39.78
ORD-002696,CUST-00963,2025-11-07,Paid Search,75.77
ORD-002697,CUST-00964,2025-08-27,Email,61.42
ORD-002698,CUST-00964,2025-10-07,Email,99.8
ORD-002699,CUST-00965,2025-10-01,Email,80.56
ORD-002700,CUST-00966,2025-01-17,Affiliate,99.83
ORD-002701,CUST-00966,2025-04-20,Affiliate,137.17
ORD-002702,CUST-00967,2025-06-21,Display,96.89
ORD-002703,CUST-00967,2025-06-21,Display,137.5
ORD-002704,CUST-00967,2025-09-23,Display,53.45
ORD-002705,CUST-00967,2025-12-18,Display,81.83
ORD-002706,CUST-00968,2025-03-23,Paid Social,51.94
ORD-002707,CUST-00968,2025-04-17,Paid Social,57.81
ORD-002708,CUST-00968,2025-06-13,Paid Social,71.52
ORD-002709,CUST-00969,2025-02-18,Email,58.18
ORD-002710,CUST-00969,2025-05-30,Email,65.41
ORD-002711,CUST-00969,2025-07-15,Email,85.42
ORD-002712,CUST-00970,2025-07-27,Display,68.09
ORD-002713,CUST-00970,2025-08-10,Display,175.51
ORD-002714,CUST-00970,2025-08-03,Display,118.47
ORD-002715,CUST-00970,2025-09-01,Display,67.46
ORD-002716,CUST-00971,2025-01-21,Organic Social,75.02
ORD-002717,CUST-00971,2025-05-01,Organic Social,83.12
ORD-002718,CUST-00971,2025-03-12,Organic Social,61.34
ORD-002719,CUST-00971,2025-04-21,Organic Social,37.0
ORD-002720,CUST-00972,2025-09-24,Display,72.09
ORD-002721,CUST-00972,2025-12-19,Display,78.77
ORD-002722,CUST-00972,2025-11-07,Display,118.46
ORD-002723,CUST-00972,2025-10-18,Display,109.72
ORD-002724,CUST-00973,2025-06-05,Email,82.6
ORD-002725,CUST-00973,2025-06-28,Email,81.43
ORD-002726,CUST-00973,2025-08-28,Email,70.94
ORD-002727,CUST-00974,2025-02-05,Paid Social,51.83
ORD-002728,CUST-00974,2025-03-05,Paid Social,74.2
ORD-002729,CUST-00974,2025-03-16,Paid Social,58.37
ORD-002730,CUST-00974,2025-03-15,Paid Social,59.25
ORD-002731,CUST-00975,2025-06-18,Affiliate,107.61
ORD-002732,CUST-00975,2025-07-10,Affiliate,77.15
ORD-002733,CUST-00976,2025-06-14,Affiliate,73.24
ORD-002734,CUST-00976,2025-07-27,Affiliate,128.13
ORD-002735,CUST-00976,2025-07-29,Affiliate,157.5
ORD-002736,CUST-00976,2025-08-26,Affiliate,127.13
ORD-002737,CUST-00977,2025-06-05,Paid Search,123.37
ORD-002738,CUST-00977,2025-07-21,Paid Search,74.69
ORD-002739,CUST-00977,2025-08-16,Paid Search,100.74
ORD-002740,CUST-00977,2025-09-02,Paid Search,63.69
ORD-002741,CUST-00978,2025-09-26,Display,61.08
ORD-002742,CUST-00978,2025-10-26,Display,68.65
ORD-002743,CUST-00979,2025-02-26,Email,75.75
ORD-002744,CUST-00979,2025-03-21,Email,57.14
ORD-002745,CUST-00979,2025-05-21,Email,129.8
ORD-002746,CUST-00980,2025-08-15,Paid Search,126.68
ORD-002747,CUST-00980,2025-09-18,Paid Search,142.36
ORD-002748,CUST-00980,2025-10-01,Paid Search,89.59
ORD-002749,CUST-00981,2025-10-20,Email,54.29
ORD-002750,CUST-00982,2025-06-28,Paid Search,92.67
ORD-002751,CUST-00982,2025-06-28,Paid Search,88.07
ORD-002752,CUST-00983,2025-10-10,Display,108.91
ORD-002753,CUST-00983,2025-12-12,Display,106.53
ORD-002754,CUST-00984,2025-03-08,Paid Search,92.94
ORD-002755,CUST-00984,2025-06-02,Paid Search,93.43
ORD-002756,CUST-00985,2025-02-26,Paid Search,62.84
ORD-002757,CUST-00985,2025-03-14,Paid Search,139.7
ORD-002758,CUST-00985,2025-05-11,Paid Search,76.29
ORD-002759,CUST-00985,2025-07-17,Paid Search,100.43
ORD-002760,CUST-00985,2025-03-06,Paid Search,114.46
ORD-002761,CUST-00986,2025-05-27,Paid Search,112.92
ORD-002762,CUST-00986,2025-07-22,Paid Search,117.79
ORD-002763,CUST-00986,2025-05-30,Paid Search,126.07
ORD-002764,CUST-00987,2025-09-26,Paid Social,95.95
ORD-002765,CUST-00987,2025-10-16,Paid Social,56.72
ORD-002766,CUST-00988,2025-07-29,Paid Search,111.89
ORD-002767,CUST-00988,2025-09-28,Paid Search,74.59
ORD-002768,CUST-00989,2025-04-08,Affiliate,86.57
ORD-002769,CUST-00989,2025-06-05,Affiliate,129.43
ORD-002770,CUST-00989,2025-07-28,Affiliate,97.35
ORD-002771,CUST-00989,2025-11-05,Affiliate,89.09
ORD-002772,CUST-00990,2025-04-01,Paid Search,97.28
ORD-002773,CUST-00990,2025-05-20,Paid Search,121.16
ORD-002774,CUST-00990,2025-04-16,Paid Search,72.74
ORD-002775,CUST-00990,2025-07-22,Paid Search,112.51
ORD-002776,CUST-00990,2025-08-26,Paid Search,102.22
ORD-002777,CUST-00991,2025-01-06,Affiliate,140.91
ORD-002778,CUST-00991,2025-02-17,Affiliate,118.84
ORD-002779,CUST-00991,2025-08-22,Affiliate,60.3
ORD-002780,CUST-00991,2025-11-05,Affiliate,82.86
ORD-002781,CUST-00992,2025-01-25,Email,50.4
ORD-002782,CUST-00992,2025-01-27,Email,100.63
ORD-002783,CUST-00992,2025-07-25,Email,139.64
ORD-002784,CUST-00992,2025-04-22,Email,137.3
ORD-002785,CUST-00993,2025-07-28,Organic Social,69.59
ORD-002786,CUST-00993,2025-08-02,Organic Social,23.0
