"date","campaign_id","channel","impressions","clicks","spend","spend_estimated","conversions","revenue"
"2025-09-04","CMP-1004","Paid Social",2003,12,12.54,False,0,0.0
"2025-11-27","CMP-1004","Paid Social",3263,49,58.44,False,1,89.19
"2025-11-10","CMP-1004","Paid Social",2542,25,18.42,False,0,0.0
"2025-04-10","CMP-1004","Paid Social",1677,20,21.75,False,0,0.0
"2025-04-22","CMP-1004","Paid Social",1302,14,15.76,False,1,73.99
"2025-05-25","CMP-1004","Paid Social",1187,7,7.43,False,0,0.0
"2025-10-22","CMP-1004","Paid Social",1151,9,14.64,False,0,0.0
"2025-11-22","CMP-1004","Paid Social",1798,13,16.48,False,1,124.91
"2025-11-02","CMP-1004","Paid Social",2049,20,14.6,False,0,0.0
"2025-08-09","CMP-1004","Paid Social",1078,14,13.24,False,0,0.0
"2025-07-24","CMP-1004","Paid Social",1632,12,17.64,False,0,0.0
"2025-07-20","CMP-1004","Paid Social",1008,19,18.62,False,0,0.0
"2025-10-07","CMP-1004","Paid Social",1492,5,6.75,False,0,0.0
"2025-07-02","CMP-1004","Paid Social",1205,12,8.39,False,1,76.59
"2025-07-07","CMP-1004","Paid Social",2052,36,51.55,False,0,0.0
"2025-07-25","CMP-1004","Paid Social",1334,22,16.45,False,0,0.0
"2025-04-29","CMP-1004","Paid Social",835,1,1.57,False,0,0.0
"2025-08-21","CMP-1004","Paid Social",1375,13,10.55,False,0,0.0
"2025-06-14","CMP-1004","Paid Social",1763,16,26.82,False,0,0.0
"2025-05-17","CMP-1004","Paid Social",1150,13,15.55,False,0,0.0
"2025-04-04","CMP-1004","Paid Social",1799,20,32.43,False,0,0.0
"2025-07-08","CMP-1004","Paid Social",2148,27,39.51,False,0,0.0
"2025-08-10","CMP-1004","Paid Social",1087,6,8.6,False,0,0.0
"2025-06-01","CMP-1004","Paid Social",1369,14,21.92,False,0,0.0
"2025-04-20","CMP-1004","Paid Social",1230,11,17.82,False,0,0.0
"2025-04-01","CMP-1004","Paid Social",1755,6,9.23,False,0,0.0
"2025-09-03","CMP-1004","Paid Social",1331,19,17.18,False,1,100.48
"2025-07-05","CMP-1004","Paid Social",1012,15,17.77,False,1,89.26
"2025-04-30","CMP-1004","Paid Social",1593,21,21.03,True,0,0.0
"2025-09-06","CMP-1004","Paid Social",1308,11,11.58,False,0,0.0
"2025-08-01","CMP-1004","Paid Social",1159,13,11.27,False,0,0.0
"2025-11-20","CMP-1004","Paid Social",2881,31,50.13,False,0,0.0
"2025-09-21","CMP-1004","Paid Social",1138,17,26.1,False,0,0.0
"2025-09-18","CMP-1004","Paid Social",1953,16,15.65,False,1,97.98
"2025-04-06","CMP-1004","Paid Social",1147,15,25.75,False,0,0.0
"2025-10-05","CMP-1004","Paid Social",1509,15,18.97,False,0,0.0
"2025-07-30","CMP-1004","Paid Social",1949,13,22.37,False,0,0.0
"2025-04-23","CMP-1004","Paid Social",1166,10,5.97,False,0,0.0
"2025-11-13","CMP-1004","Paid Social",2864,26,18.95,False,1,88.42
"2025-06-12","CMP-1004","Paid Social",1500,17,20.92,False,2,199.12
"2025-11-25","CMP-1004","Paid Social",3037,48,32.38,False,4,292.14
"2025-07-18","CMP-1004","Paid Social",2333,33,56.82,False,1,54.17
"2025-07-13","CMP-1004","Paid Social",1239,16,20.86,False,0,0.0
"2025-09-25","CMP-1004","Paid Social",2054,24,37.29,False,0,0.0
"2025-08-23","CMP-1004","Paid Social",1629,13,18.15,False,0,0.0
"2025-05-16","CMP-1004","Paid Social",1170,11,6.44,False,0,0.0
"2025-08-29","CMP-1004","Paid Social",1840,21,27.55,False,0,0.0
"2025-06-21","CMP-1004","Paid Social",1451,20,22.5,False,0,0.0
"2025-08-02","CMP-1004","Paid Social",1108,24,41.52,False,0,0.0
"2025-07-16","CMP-1004","Paid Social",2208,16,21.23,False,0,0.0
"2025-08-15","CMP-1004","Paid Social",1068,16,16.07,False,0,0.0
"2025-11-24","CMP-1004","Paid Social",2017,12,15.38,False,0,0.0
"2025-04-27","CMP-1004","Paid Social",763,11,12.9,False,1,83.57
"2025-09-02","CMP-1004","Paid Social",1305,20,29.28,False,0,0.0
"2025-05-10","CMP-1004","Paid Social",1411,17,29.11,False,0,0.0
"2025-08-26","CMP-1004","Paid Social",1501,20,19.66,False,0,0.0
"2025-04-16","CMP-1004","Paid Social",1432,16,22.32,False,0,0.0
"2025-08-03","CMP-1004","Paid Social",899,13,9.72,False,1,63.34
"2025-09-10","CMP-1004","Paid Social",1757,7,5.52,False,0,0.0
"2025-08-31","CMP-1004","Paid Social",1634,20,24.31,False,0,0.0
"2025-06-11","CMP-1004","Paid Social",1551,28,24.77,False,0,0.0
"2025-06-17","CMP-1004","Paid Social",1627,23,14.42,False,0,0.0
"2025-04-21","CMP-1004","Paid Social",1831,14,13.33,False,1,58.14
"2025-05-26","CMP-1004","Paid Social",1089,17,22.21,False,0,0.0
"2025-10-21","CMP-1004","Paid Social",1570,24,40.77,False,0,0.0
"2025-07-31","CMP-1004","Paid Social",1377,10,14.49,False,0,0.0
"2025-07-11","CMP-1004","Paid Social",1520,19,21.1,False,2,134.64
"2025-06-24","CMP-1004","Paid Social",1773,17,30.58,False,0,0.0
"2025-10-01","CMP-1004","Paid Social",1730,4,5.51,False,0,0.0
"2025-11-16","CMP-1004","Paid Social",1851,22,30.98,False,1,53.11
"2025-05-06","CMP-1004","Paid Social",1587,16,13.63,False,1,75.59
"2025-05-04","CMP-1004","Paid Social",1570,29,28.48,False,0,0.0
"2025-07-06","CMP-1004","Paid Social",1258,13,21.68,False,0,0.0
"2025-04-18","CMP-1004","Paid Social",1892,12,20.24,False,1,109.36
"2025-05-13","CMP-1004","Paid Social",1583,12,15.21,False,1,80.42
"2025-06-09","CMP-1004","Paid Social",1780,13,16.47,False,1,75.9
"2025-09-28","CMP-1004","Paid Social",891,10,9.02,False,0,0.0
"2025-04-12","CMP-1004","Paid Social",1273,17,26.9,False,0,0.0
"2025-06-03","CMP-1004","Paid Social",1620,21,12.17,False,0,0.0
"2025-09-23","CMP-1004","Paid Social",1139,17,27.77,False,0,0.0
"2025-07-12","CMP-1004","Paid Social",1228,14,19.79,False,1,75.06
"2025-06-04","CMP-1004","Paid Social",1746,29,17.89,False,0,0.0
"2025-04-09","CMP-1004","Paid Social",1841,24,42.45,False,0,0.0
"2025-05-18","CMP-1004","Paid Social",1206,15,15.94,False,0,0.0
"2025-06-08","CMP-1004","Paid Social",1209,13,22.57,False,0,0.0
"2025-06-18","CMP-1004","Paid Social",1039,15,12.32,False,0,0.0
"2025-10-04","CMP-1004","Paid Social",1199,8,8.88,False,0,0.0
"2025-10-30","CMP-1004","Paid Social",1655,14,11.15,False,0,0.0
"2025-08-30","CMP-1004","Paid Social",1107,8,11.23,False,0,0.0
"2025-10-18","CMP-1004","Paid Social",1170,22,28.21,False,1,75.07
"2025-07-23","CMP-1004","Paid Social",1781,21,25.4,False,0,0.0
"2025-10-19","CMP-1004","Paid Social",1487,17,17.6,False,0,0.0
"2025-09-22","CMP-1004","Paid Social",1431,13,13.95,False,0,0.0
"2025-08-16","CMP-1004","Paid Social",1259,13,22.29,False,0,0.0
"2025-09-07","CMP-1004","Paid Social",1081,14,15.33,False,1,72.79
"2025-07-19","CMP-1004","Paid Social",1348,17,15.86,False,0,0.0
"2025-08-13","CMP-1004","Paid Social",2084,21,16.23,False,1,90.96
"2025-11-03","CMP-1004","Paid Social",2267,22,17.27,False,0,0.0
"2025-11-12","CMP-1004","Paid Social",2363,24,20.84,False,0,0.0
"2025-04-17","CMP-1004","Paid Social",1467,14,10.49,False,0,0.0
"2025-06-07","CMP-1004","Paid Social",1075,19,11.19,False,0,0.0
"2025-08-04","CMP-1004","Paid Social",1637,24,15.22,False,1,97.66
"2025-06-10","CMP-1004","Paid Social",1230,7,6.2,False,1,85.6
"2025-04-26","CMP-1004","Paid Social",1471,24,22.82,False,0,0.0
"2025-05-11","CMP-1004","Paid Social",1271,19,32.85,False,1,54.75
"2025-08-19","CMP-1004","Paid Social",1812,29,23.21,False,0,0.0
"2025-07-09","CMP-1004","Paid Social",1734,17,30.39,False,0,0.0
"2025-11-05","CMP-1004","Paid Social",2171,20,29.6,False,1,97.44
"2025-07-03","CMP-1004","Paid Social",1410,21,21.88,False,0,0.0
"2025-03-19","CMP-1005","Paid Social",6613,80,115.74,False,2,160.23
"2025-04-01","CMP-1005","Paid Social",5744,72,96.62,False,2,118.51
"2025-04-26","CMP-1005","Paid Social",5956,63,77.53,False,1,86.07
"2025-03-12","CMP-1005","Paid Social",10075,97,142.56,False,1,104.35
"2025-04-13","CMP-1005","Paid Social",9131,130,213.47,False,3,210.89
"2025-04-12","CMP-1005","Paid Social",5417,83,99.61,False,1,71.18
"2025-04-16","CMP-1005","Paid Social",6095,77,58.44,False,1,55.06
"2025-04-21","CMP-1005","Paid Social",6269,74,64.4,False,3,195.46
"2025-04-24","CMP-1005","Paid Social",7294,57,56.18,False,1,68.91
"2025-03-22","CMP-1005","Paid Social",4430,73,77.1,False,2,137.33
"2025-03-16","CMP-1005","Paid Social",7156,73,70.99,False,1,64.0
"2025-03-20","CMP-1005","Paid Social",7268,53,88.05,False,4,270.14
"2025-03-14","CMP-1005","Paid Social",7556,100,82.51,False,2,163.77
"2025-04-28","CMP-1005","Paid Social",7558,61,61.24,False,1,96.08
"2025-04-05","CMP-1005","Paid Social",6470,117,96.74,False,5,438.26
"2025-04-23","CMP-1005","Paid Social",7162,100,91.4,False,5,447.44
"2025-03-23","CMP-1005","Paid Social",4065,29,35.65,False,0,0.0
"2025-03-06","CMP-1005","Paid Social",9776,153,106.42,False,0,0.0
"2025-04-30","CMP-1005","Paid Social",8499,87,127.6,False,4,235.14
"2025-04-03","CMP-1005","Paid Social",7601,95,86.59,False,3,168.57
"2025-04-27","CMP-1005","Paid Social",5605,49,51.17,False,3,223.81
"2025-03-13","CMP-1005","Paid Social",7247,47,59.42,False,2,171.2
"2025-03-05","CMP-1005","Paid Social",8111,137,164.31,False,3,263.27
"2025-03-08","CMP-1005","Paid Social",6321,82,70.95,False,1,57.13
"2025-03-29","CMP-1005","Paid Social",5933,49,82.04,False,2,149.81
"2025-04-08","CMP-1005","Paid Social",6396,89,121.1,False,3,272.52
"2025-03-26","CMP-1005","Paid Social",8061,121,128.24,False,4,340.35
"2025-03-21","CMP-1005","Paid Social",7534,127,188.3,False,2,164.33
"2025-03-15","CMP-1005","Paid Social",4036,39,27.88,False,1,82.35
"2025-04-29","CMP-1005","Paid Social",5935,82,93.18,False,0,0.0
"2025-03-28","CMP-1005","Paid Social",8808,123,118.3,False,5,268.53
"2025-04-02","CMP-1005","Paid Social",6747,77,86.02,False,3,295.24
"2025-04-17","CMP-1005","Paid Social",5964,69,44.06,False,1,83.6
"2025-03-17","CMP-1005","Paid Social",7262,60,38.33,False,2,201.06
"2025-03-11","CMP-1005","Paid Social",7900,52,36.04,False,1,89.75
"2025-04-15","CMP-1005","Paid Social",7278,55,30.81,False,1,45.32
"2025-04-22","CMP-1005","Paid Social",7527,108,128.54,False,3,240.87
"2025-03-10","CMP-1005","Paid Social",8589,61,39.95,False,2,166.5
"2025-04-04","CMP-1005","Paid Social",6379,100,57.96,False,5,423.96
"2025-04-19","CMP-1005","Paid Social",6158,76,69.41,False,2,107.29
"2025-03-18","CMP-1005","Paid Social",6992,98,216.03,True,2,119.02
"2025-04-25","CMP-1005","Paid Social",8427,96,7056.0,False,2,151.78
"2025-04-14","CMP-1005","Paid Social",7141,95,120.9,False,4,323.7
"2025-04-07","CMP-1005","Paid Social",7090,75,74.19,False,2,120.07
"2025-04-20","CMP-1005","Paid Social",5106,34,59.95,False,0,0.0
"2025-03-04","CMP-1005","Paid Social",8715,91,81.28,False,0,0.0
"2025-03-27","CMP-1005","Paid Social",8650,163,279.72,False,4,354.54
"2025-04-09","CMP-1005","Paid Social",5896,80,64.8,False,3,268.54
"2025-03-02","CMP-1005","Paid Social",6920,86,111.11,False,1,57.56
"2025-03-30","CMP-1005","Paid Social",5564,83,92.76,False,0,0.0
"2025-03-31","CMP-1005","Paid Social",10370,121,172.22,False,5,456.64
"2025-04-06","CMP-1005","Paid Social",5994,105,92.55,False,3,280.38
"2025-05-01","CMP-1005","Paid Social",10317,114,138.8,False,2,182.07
"2025-04-11","CMP-1005","Paid Social",8175,135,132.93,False,1,99.25
"2025-03-09","CMP-1005","Paid Social",4436,65,78.44,False,1,78.4
"2025-04-10","CMP-1005","Paid Social",10041,115,154.2,False,4,381.54
"2025-04-18","CMP-1005","Paid Social",7784,95,164.95,False,3,239.99
"2025-03-25","CMP-1005","Paid Social",7304,97,86.2,False,1,57.95
"2025-03-07","CMP-1005","Paid Social",4999,68,92.54,False,0,0.0
"2025-03-24","CMP-1005","Paid Social",9918,146,196.72,False,6,665.87
"2025-03-03","CMP-1005","Paid Social",9101,136,226.7,False,1,63.79
"2025-05-16","CMP-1006","Paid Social",1728,11,14.56,False,0,0.0
"2025-05-07","CMP-1006","Paid Social",1552,18,21.63,False,0,0.0
"2025-06-13","CMP-1006","Paid Social",2270,28,45.44,False,0,0.0
"2025-04-21","CMP-1006","Paid Social",1884,17,22.51,False,1,81.38
"2025-07-16","CMP-1006","Paid Social",1569,24,34.46,False,1,103.62
"2025-03-07","CMP-1006","Paid Social",1918,36,52.3,False,0,0.0
"2025-04-18","CMP-1006","Paid Social",2186,33,18.73,False,0,0.0
"2025-06-07","CMP-1006","Paid Social",1209,14,10.61,False,0,0.0
"2025-05-13","CMP-1006","Paid Social",2130,19,26.64,False,2,221.12
"2025-06-20","CMP-1006","Paid Social",2102,28,22.69,False,2,132.69
"2025-04-16","CMP-1006","Paid Social",1716,25,28.47,False,1,104.99
"2025-07-09","CMP-1006","Paid Social",1708,17,16.59,False,0,0.0
"2025-04-23","CMP-1006","Paid Social",1319,13,17.77,False,0,0.0
"2025-03-10","CMP-1006","Paid Social",1131,10,10.2,False,0,0.0
"2025-04-04","CMP-1006","Paid Social",1928,10,6.23,False,0,0.0
"2025-04-29","CMP-1006","Paid Social",1527,22,12.66,False,1,48.28
"2025-07-21","CMP-1006","Paid Social",1980,27,43.27,False,1,106.65
"2025-06-28","CMP-1006","Paid Social",1761,19,14.83,False,2,100.37
"2025-06-29","CMP-1006","Paid Social",1763,28,38.58,False,0,0.0
"2025-03-06","CMP-1006","Paid Social",1990,27,21.78,False,0,0.0
"2025-06-19","CMP-1006","Paid Social",1409,10,17.11,False,0,0.0
"2025-07-03","CMP-1006","Paid Social",948,16,26.34,False,0,0.0
"2025-06-02","CMP-1006","Paid Social",2076,17,23.74,False,1,106.8
"2025-04-20","CMP-1006","Paid Social",1035,22,20.12,False,1,54.92
"2025-07-15","CMP-1006","Paid Social",1869,35,60.28,False,0,0.0
"2025-05-15","CMP-1006","Paid Social",2529,32,32.02,False,0,0.0
"2025-03-17","CMP-1006","Paid Social",1966,23,33.22,False,0,0.0
"2025-03-12","CMP-1006","Paid Social",1954,20,25.01,False,0,0.0
"2025-04-25","CMP-1006","Paid Social",2217,35,50.58,False,0,0.0
"2025-05-21","CMP-1006","Paid Social",1501,24,20.7,False,1,47.88
"2025-04-01","CMP-1006","Paid Social",1579,19,30.59,False,0,0.0
"2025-05-17","CMP-1006","Paid Social",1293,34,23.86,True,1,102.86
"2025-04-19","CMP-1006","Paid Social",1171,21,34.99,False,0,0.0
"2025-06-05","CMP-1006","Paid Social",1679,24,26.26,False,0,0.0
"2025-07-20","CMP-1006","Paid Social",1232,20,14.82,False,0,0.0
"2025-04-30","CMP-1006","Paid Social",1774,34,44.23,False,1,41.29
"2025-03-13","CMP-1006","Paid Social",2012,22,24.62,False,0,0.0
"2025-03-22","CMP-1006","Paid Social",1065,17,26.19,False,0,0.0
"2025-03-24","CMP-1006","Paid Social",1968,19,33.87,False,0,0.0
"2025-03-16","CMP-1006","Paid Social",843,10,10.84,False,0,0.0
"2025-04-17","CMP-1006","Paid Social",1741,20,20.34,False,0,0.0
"2025-03-28","CMP-1006","Paid Social",1672,20,25.0,False,1,118.13
"2025-05-25","CMP-1006","Paid Social",946,20,23.58,False,0,0.0
"2025-04-08","CMP-1006","Paid Social",2132,9,6.85,False,1,64.58
"2025-05-01","CMP-1006","Paid Social",2062,35,39.78,False,1,102.53
"2025-03-25","CMP-1006","Paid Social",2220,24,29.33,False,0,0.0
"2025-05-28","CMP-1006","Paid Social",1795,27,24.26,False,2,105.0
"2025-04-05","CMP-1006","Paid Social",862,18,11.14,False,1,58.78
"2025-07-26","CMP-1006","Paid Social",1231,18,20.82,False,0,0.0
"2025-07-10","CMP-1006","Paid Social",2107,16,27.65,False,1,71.65
"2025-07-23","CMP-1006","Paid Social",2111,32,32.46,False,1,53.55
"2025-04-24","CMP-1006","Paid Social",1329,30,26.78,False,0,0.0
"2025-07-02","CMP-1006","Paid Social",1992,20,16.62,False,1,57.34
"2025-03-23","CMP-1006","Paid Social",1161,14,11.95,False,0,0.0
"2025-05-19","CMP-1006","Paid Social",1815,21,24.09,False,0,0.0
"2025-03-29","CMP-1006","Paid Social",1096,17,14.7,False,0,0.0
"2025-07-07","CMP-1006","Paid Social",2120,24,19.27,False,2,192.51
"2025-03-08","CMP-1006","Paid Social",1175,17,22.0,False,0,0.0
"2025-05-22","CMP-1006","Paid Social",1427,20,33.63,False,1,56.82
"2025-06-23","CMP-1006","Paid Social",1152,24,26.16,False,0,0.0
"2025-05-31","CMP-1006","Paid Social",1468,17,27.17,False,1,83.6
"2025-05-09","CMP-1006","Paid Social",2061,30,39.84,False,0,0.0
"2025-06-16","CMP-1006","Paid Social",1662,25,33.31,False,1,85.47
"2025-06-26","CMP-1006","Paid Social",1717,17,14.61,False,0,0.0
"2025-07-06","CMP-1006","Paid Social",1940,20,28.46,False,0,0.0
"2025-05-05","CMP-1006","Paid Social",1650,29,42.33,False,0,0.0
"2025-06-08","CMP-1006","Paid Social",1129,21,22.88,False,1,44.3
"2025-07-22","CMP-1006","Paid Social",2574,30,38.81,False,1,77.33
"2025-04-09","CMP-1006","Paid Social",1243,17,22.2,False,0,0.0
"2025-04-15","CMP-1006","Paid Social",1329,22,20.68,False,0,0.0
"2025-04-27","CMP-1006","Paid Social",1381,15,21.43,False,0,0.0
"2025-04-26","CMP-1006","Paid Social",1240,14,22.19,False,1,50.0
"2025-04-28","CMP-1006","Paid Social",1615,9,12.87,False,0,0.0
"2025-07-05","CMP-1006","Paid Social",1310,15,12.5,False,0,0.0
"2025-06-27","CMP-1006","Paid Social",2044,13,22.67,False,1,106.05
"2025-07-04","CMP-1006","Paid Social",2149,41,55.68,False,0,0.0
"2025-06-01","CMP-1006","Paid Social",1339,8,7.84,False,1,116.77
"2025-07-27","CMP-1006","Paid Social",1780,22,22.84,False,0,0.0
"2025-04-02","CMP-1006","Paid Social",2127,27,17.5,False,0,0.0
"2025-03-04","CMP-1006","Paid Social",1800,23,33.9,False,0,0.0
"2025-05-11","CMP-1006","Paid Social",1679,20,30.33,False,0,0.0
"2025-07-08","CMP-1006","Paid Social",1644,17,9.54,False,1,75.67
"2025-07-01","CMP-1006","Paid Social",1367,17,17.09,False,0,0.0
"2025-03-27","CMP-1006","Paid Social",1672,17,20.27,False,1,72.89
"2025-04-22","CMP-1006","Paid Social",1071,20,30.38,False,0,0.0
"2025-04-10","CMP-1006","Paid Social",1712,8,7.44,False,0,0.0
"2025-05-27","CMP-1006","Paid Social",1682,28,45.79,False,1,51.22
"2025-06-21","CMP-1006","Paid Social",996,13,14.36,False,0,0.0
"2025-03-09","CMP-1006","Paid Social",1038,12,20.65,False,0,0.0
"2025-04-11","CMP-1006","Paid Social",1377,17,16.38,False,0,0.0
"2025-05-04","CMP-1006","Paid Social",901,8,8.98,False,0,0.0
"2025-03-05","CMP-1006","Paid Social",1393,13,7.46,False,0,0.0
"2025-03-20","CMP-1006","Paid Social",1577,30,47.29,False,0,0.0
"2025-04-07","CMP-1006","Paid Social",2083,19,11.0,False,0,0.0
"2025-05-02","CMP-1006","Paid Social",1816,36,37.41,False,0,0.0
"2025-06-09","CMP-1006","Paid Social",1832,14,15.44,False,0,0.0
"2025-07-12","CMP-1006","Paid Social",1280,2,3.49,False,0,0.0
"2025-05-18","CMP-1006","Paid Social",1288,29,25.32,False,0,0.0
"2025-03-31","CMP-1006","Paid Social",2277,31,32.91,False,2,183.29
"2025-07-19","CMP-1006","Paid Social",1169,12,15.6,False,0,0.0
"2025-03-21","CMP-1006","Paid Social",1718,33,48.93,False,0,0.0
"2025-06-06","CMP-1006","Paid Social",2052,21,17.98,False,0,0.0
"2025-03-15","CMP-1006","Paid Social",1390,21,19.05,False,1,91.57
"2025-06-24","CMP-1006","Paid Social",2463,15,8.31,False,0,0.0
"2025-05-20","CMP-1006","Paid Social",1624,10,11.64,False,0,0.0
"2025-06-18","CMP-1006","Paid Social",1972,21,31.19,False,1,60.0
"2025-06-15","CMP-1006","Paid Social",1373,15,26.83,False,0,0.0
"2025-05-12","CMP-1006","Paid Social",1742,11,9.72,False,0,0.0
"2025-05-10","CMP-1006","Paid Social",1773,27,21.39,False,0,0.0
"2025-07-29","CMP-1006","Paid Social",2151,34,48.39,False,1,45.3
"2025-07-24","CMP-1006","Paid Social",2270,39,38.0,False,2,120.87
"2025-06-14","CMP-1006","Paid Social",1285,26,33.48,False,0,0.0
"2025-03-19","CMP-1006","Paid Social",1302,13,9.91,False,0,0.0
"2025-07-28","CMP-1006","Paid Social",1687,30,42.47,False,0,0.0
"2025-06-11","CMP-1006","Paid Social",1825,17,11.57,False,1,110.96
"2025-05-30","CMP-1006","Paid Social",1620,20,24.98,False,0,0.0
"2025-03-30","CMP-1006","Paid Social",1650,15,20.97,False,1,65.13
"2025-04-03","CMP-1006","Paid Social",2025,29,41.07,False,0,0.0
"2025-06-03","CMP-1006","Paid Social",1727,24,24.31,False,0,0.0
"2025-07-18","CMP-1006","Paid Social",2187,36,33.48,False,0,0.0
"2025-05-08","CMP-1006","Paid Social",1980,16,9.37,False,0,0.0
"2025-05-26","CMP-1006","Paid Social",2220,31,47.61,False,1,111.91
"2025-07-25","CMP-1006","Paid Social",1552,16,26.3,False,0,0.0
"2025-07-30","CMP-1006","Paid Social",1241,11,19.09,False,0,0.0
"2025-05-23","CMP-1006","Paid Social",2644,31,21.19,False,0,0.0
"2025-07-14","CMP-1006","Paid Social",1881,27,43.69,False,0,0.0
"2025-07-17","CMP-1006","Paid Social",1541,17,11.17,False,0,0.0
"2025-05-03","CMP-1006","Paid Social",1246,17,14.28,False,0,0.0
"2025-04-14","CMP-1006","Paid Social",1878,15,9.5,False,0,0.0
"2025-06-22","CMP-1006","Paid Social",1322,27,22.09,False,1,101.71
"2025-03-02","CMP-1006","Paid Social",1251,14,8.78,False,0,0.0
"2025-04-12","CMP-1006","Paid Social",1089,15,11.37,False,1,81.34
"2025-06-30","CMP-1006","Paid Social",2033,14,16.61,False,0,0.0
"2025-03-03","CMP-1006","Paid Social",1550,15,10.96,False,0,0.0
"2025-06-25","CMP-1006","Paid Social",1578,12,6.81,False,0,0.0
"2025-06-04","CMP-1006","Paid Social",1652,14,14.01,False,0,0.0
"2025-04-13","CMP-1006","Paid Social",1452,12,13.86,False,0,0.0
"2025-03-14","CMP-1006","Paid Social",1977,17,20.13,False,0,0.0
"2025-05-06","CMP-1006","Paid Social",1756,35,46.83,False,2,190.06
"2025-05-14","CMP-1006","Paid Social",1771,17,15.94,False,0,0.0
"2025-06-12","CMP-1006","Paid Social",1960,28,25.78,False,0,0.0
"2025-07-11","CMP-1006","Paid Social",2190,26,37.23,False,1,59.2
"2025-04-06","CMP-1006","Paid Social",1590,9,14.08,False,0,0.0
"2025-07-13","CMP-1006","Paid Social",963,8,8.03,False,1,68.45
"2025-05-24","CMP-1006","Paid Social",1143,14,23.1,False,0,0.0
"2025-06-17","CMP-1006","Paid Social",2487,34,26.93,False,2,126.6
"2025-06-10","CMP-1006","Paid Social",2066,32,53.28,False,0,0.0
"2025-03-26","CMP-1006","Paid Social",1805,29,19.18,False,0,0.0
"2025-03-18","CMP-1006","Paid Social",1125,11,8.64,False,0,0.0
"2025-05-29","CMP-1006","Paid Social",1980,15,11.14,False,0,0.0
"2025-03-11","CMP-1006","Paid Social",1576,11,9.48,False,0,0.0
"2025-01-31","CMP-1007","Paid Social",3893,44,75.02,False,1,109.1
"2025-03-03","CMP-1007","Paid Social",3556,37,47.99,False,0,0.0
"2025-02-25","CMP-1007","Paid Social",4115,29,17.48,False,0,0.0
"2025-03-09","CMP-1007","Paid Social",2900,52,89.82,False,1,52.11
"2025-04-07","CMP-1007","Paid Social",4151,42,60.38,False,1,66.81
"2025-04-08","CMP-1007","Paid Social",4323,74,81.21,False,0,0.0
"2025-02-21","CMP-1007","Paid Social",2288,23,37.15,False,2,216.12
"2025-03-16","CMP-1007","Paid Social",3832,64,56.86,False,1,86.3
"2025-02-22","CMP-1007","Paid Social",2976,31,51.76,False,0,0.0
"2025-02-06","CMP-1007","Paid Social",3019,24,34.75,False,1,72.67
"2025-02-03","CMP-1007","Paid Social",4692,41,43.37,False,2,199.22
"2025-02-27","CMP-1007","Paid Social",1625,32,55.39,False,1,77.37
"2025-03-04","CMP-1007","Paid Social",4099,74,110.86,False,1,67.44
"2025-02-09","CMP-1007","Paid Social",3436,60,65.52,False,4,323.44
"2025-03-21","CMP-1007","Paid Social",3788,62,99.87,False,2,138.4
"2025-03-26","CMP-1007","Paid Social",4586,54,31.95,False,1,57.09
"2025-04-12","CMP-1007","Paid Social",3255,38,48.4,False,2,82.09
"2025-02-17","CMP-1007","Paid Social",3482,37,48.4,False,2,195.51
"2025-02-02","CMP-1007","Paid Social",3233,58,50.36,False,4,389.46
"2025-02-16","CMP-1007","Paid Social",2939,26,35.1,False,0,0.0
"2025-05-01","CMP-1007","Paid Social",2672,34,58.94,False,2,140.91
"2025-03-25","CMP-1007","Paid Social",4212,54,38.52,False,1,87.93
"2025-03-30","CMP-1007","Paid Social",2331,33,34.77,False,0,0.0
"2025-03-14","CMP-1007","Paid Social",3114,35,36.27,False,0,0.0
"2025-04-09","CMP-1007","Paid Social",3428,43,45.11,False,2,209.0
"2025-04-13","CMP-1007","Paid Social",3349,40,28.63,False,0,0.0
"2025-03-07","CMP-1007","Paid Social",4525,83,124.88,False,1,61.03
"2025-04-22","CMP-1007","Paid Social",3950,57,100.81,False,1,110.61
"2025-03-15","CMP-1007","Paid Social",2267,18,20.76,False,0,0.0
"2025-03-01","CMP-1007","Paid Social",2704,43,32.5,False,0,0.0
"2025-03-13","CMP-1007","Paid Social",3671,40,32.62,False,0,0.0
"2025-03-17","CMP-1007","Paid Social",3432,38,49.32,False,1,94.57
"2025-03-23","CMP-1007","Paid Social",3279,30,50.9,False,0,0.0
"2025-04-03","CMP-1007","Paid Social",2869,58,56.18,False,3,151.53
"2025-03-02","CMP-1007","Paid Social",1979,11,11.32,False,1,116.16
"2025-02-04","CMP-1007","Paid Social",4473,26,40.73,False,0,0.0
"2025-02-12","CMP-1007","Paid Social",4197,35,39.78,False,2,89.36
"2025-04-30","CMP-1007","Paid Social",4296,41,50.07,True,0,0.0
"2025-04-27","CMP-1007","Paid Social",2549,39,56.64,False,2,195.03
"2025-02-23","CMP-1007","Paid Social",3651,34,29.94,False,0,0.0
"2025-04-04","CMP-1007","Paid Social",3731,32,23.54,False,4,281.59
"2025-04-23","CMP-1007","Paid Social",3659,71,121.28,False,2,218.3
"2025-02-14","CMP-1007","Paid Social",4074,58,36.37,False,0,0.0
"2025-02-08","CMP-1007","Paid Social",3117,40,58.71,False,1,62.56
"2025-02-15","CMP-1007","Paid Social",2902,30,50.46,False,1,124.05
"2025-03-06","CMP-1007","Paid Social",3636,16,25.15,False,0,0.0
