date,campaign_id,channel,impressions,clicks,spend,conversions,revenue
2025-05-05,CMP-1002,Paid Search,1102,57,112.87,3,359.86
2025-06-15,CMP-1000,Paid Search,1218,46,90.79,3,413.93
2025-10-11,CMP-1017,Affiliate,446,6,6.31,0,0.0
2025-04-24,CMP-1000,Paid Search,2405,70,150.64,7,878.59
2025-08-06,CMP-1003,Paid Search,1070,37,38.17,3,367.16
2025-04-15,CMP-1009,Email,1182,31,4.67,0,0.0
2025-05-13,CMP-1003,Paid Search,1195,53,85.61,5,533.05
2025-02-08,CMP-1002,Paid Search,755,38,75.66,1,107.01
2025-03-03,CMP-1019,Organic Social,4457,82,0.0,2,173.72
2025-05-01,CMP-1015,Affiliate,10396,260,118.29,5,619.17
2025-03-20,CMP-1016,Affiliate,1030,32,35.21,0,0.0
2025-03-30,CMP-1016,Affiliate,649,3,1.57,0,0.0
2025-06-07,CMP-1014,Display,1011,6,4.09,0,0.0
2025-03-05,CMP-1005,Paid Social,8111,137,164.31,3,263.27
2025-02-18,CMP-1009,Email,1248,54,3.54,1,79.42
2025-11-02,CMP-1008,Email,972,43,4.86,4,231.62
2025-06-21,CMP-1009,Email,867,26,3.7,0,0.0
2025-09-04,CMP-1008,Email,910,24,4.63,0,0.0
2025-07-26,CMP-1014,Display,904,5,4.82,0,0.0
2025-04-29,CMP-1000,Paid Search,2383,106,101.99,6,651.19
2025-03-17,CMP-1002,Paid Search,1099,53,53.76,6,709.23
2025-07-09,CMP-1020,Organic Social,3909,60,0.0,0,0.0
2025-07-18,CMP-1020,Organic Social,3357,68,0.0,0,0.0
2025-05-24,CMP-1002,Paid Search,719,8,8.31,0,0.0
2025-02-09,CMP-1012,Display,3104,10,6.72,0,0.0
2025-05-27,CMP-1017,Affiliate,416,5,4.39,0,0.0
2025-05-19,CMP-1011,Email,4921,198,28.19,17,1320.56
2025-04-23,CMP-1020,Organic Social,4350,86,0.0,0,0.0
2025-02-21,CMP-1013,Display,1604,11,4.22,0,0.0
2025-04-17,CMP-1006,Paid Social,1741,20,20.34,0,0.0
2025-05-15,CMP-1002,Paid Search,494,18,28.27,1,125.8
2025-02-23,CMP-1017,Affiliate,574,15,16.84,0,0.0
2025-05-06,CMP-1018,Organic Social,4822,120,0.0,1,75.8
2025-07-30,CMP-1019,Organic Social,4140,103,0.0,3,176.25
2025-04-21,CMP-1019,Organic Social,4127,100,0.0,1,68.58
2025-04-01,CMP-1006,Paid Social,1579,19,30.59,0,0.0
2025-03-21,CMP-1006,Social Paid,1718,33,48.93,0,0.0
2025-07-20,CMP-1016,Affiliate,683,22,23.93,1,109.71
2025-06-12,CMP-1002,Paid Search,1243,43,80.06,1,77.22
2025-06-11,CMP-1014,Display,2028,8,8.56,0,0.0
2025-07-14,CMP-1000,Paid Search,1858,73,181.98,1,100.64
2025-07-27,CMP-1016,Affiliate,573,15,7.84,0,0.0
2025-01-22,CMP-1011,Email,5572,237,20.51,17,2254.66
2025-07-15,CMP-1009,Email,1103,29,3.72,1,83.3
2025-07-05,CMP-1016,Affiliate,472,10,9.8,0,0.0
2025-03-31,CMP-1019,Organic Social,3345,77,0.0,3,157.7
2025-03-16,CMP-1000,Paid Search,1543,77,151.63,6,524.17
2025-02-27,CMP-1000,Paid Search,2153,118,154.72,6,568.87
2025-04-30,CMP-1017,Affiliate,816,5,5.08,0,0.0
2025-07-21,CMP-1002,Paid Search,1002,34,75.98,3,266.95
2025-04-01,CMP-1003,Paid Search,1615,88,201.82,3,254.64
2025-03-07,CMP-1001,Paid Search,3893,201,232.58,12,1156.78
2025-04-06,CMP-1020,Organic Social,2719,63,0.0,1,36.59
2025-06-11,CMP-1011,Email,5406,124,14.15,6,735.87
2025-07-20,CMP-1014,Display,1035,6,5.1,0,0.0
2025-09-06,CMP-1019,Organic Social,3423,54,0.0,0,0.0
2025-02-16,CMP-1014,Display,1019,1,0.4,0,0.0
2025-07-02,CMP-1008,Email,1237,45,5.13,2,187.92
2025-07-24,CMP-1000,Paid Search,1889,71,165.81,2,155.9
2025-08-05,CMP-1000,Paid Search,1514,53,116.28,0,0.0
2025-03-18,CMP-1017,Affiliate,706,8,8.1,0,0.0
2025-06-07,CMP-1019,Organic Social,3329,59,0.0,0,0.0
2025-03-15,CMP-1001,Paid Search,2978,140,225.43,8,785.87
2025-06-26,CMP-1019,Organic Social,4596,98,0.0,2,80.46
2025-08-02,CMP-1019,Organic Social,2423,30,0.0,0,0.0
2025-02-20,CMP-1007,Paid Social,2960,43,70.64,0,0.0
2025-09-05,CMP-1004,Paid Social,1856,28,48.68,0,0.0
2025-02-23,CMP-1011,Email,2504,34,4.19,2,174.96
2025-01-15,CMP-1013,Display,2626,12,8.04,0,0.0
2025-02-23,CMP-1013,Display,1482,9,7.67,0,0.0
2025-04-11,CMP-1009,Email,1156,39,2.88,4,286.31
2025-02-02,CMP-1013,Display,1991,13,5.35,0,0.0
2025-03-14,CMP-1002,Paid Search,771,48,99.88,2,195.03
2025-06-22,CMP-1010,Email,949,14,2.38,0,0.0
2025-07-15,CMP-1000,Paid Search,2462,150,388.0,11,797.78
2025-09-03,CMP-1008,Email,1366,31,1.85,3,213.21
2025-08-08,CMP-1016,Affiliate,615,10,10.22,0,0.0
2025-03-31,CMP-1014,Display,1325,3,1.2,0,0.0
2025-02-15,CMP-1012,display ads,5421,22,23.92,0,0.0
2025-05-24,CMP-1009,Email,844,33,,2,253.98
2025-02-24,CMP-1018,organic social,3543,73,0.0,0,0.0
2025-03-13,CMP-1009,Email,1132,50,3.35,2,97.08
2025-04-14,CMP-1019,Organic Social,3571,74,0.0,4,164.97
2025-05-24,CMP-1020,Organic Social,1551,32,0.0,1,91.85
2025-03-19,CMP-1018,Organic Social,4579,92,0.0,1,54.8
2025-06-28,CMP-1000,Paid Search,1418,26,39.9,2,213.77
2025-09-12,CMP-1017,Affiliate,878,20,17.29,1,124.31
2025-04-11,CMP-1016,Affiliate,857,10,11.16,0,0.0
2025-05-10,CMP-1002,Paid Search,831,37,39.61,0,0.0
2025-02-11,CMP-1016,Affiliate,1056,17,19.92,1,72.01
2025-05-30,CMP-1020,Organic Social,2803,51,0.0,0,0.0
2025-03-26,CMP-1017,Affiliate,620,12,8.87,0,0.0
2025-05-30,CMP-1010,Email,1060,27,2.79,3,170.5
2025-03-15,CMP-1010,Email,764,26,4.02,5,469.4
2025-06-10,CMP-1009,Email,1049,43,4.7,0,0.0
2025-04-06,CMP-1009,Email,859,43,6.46,1,116.92
2025-10-24,CMP-1004,Paid Social,1604,29,46.67,2,186.02
2025-09-11,CMP-1004,Paid Social,1421,10,9.32,0,0.0
2025-08-05,CMP-1003,Paid Search,1468,47,46.46,2,165.69
2025-04-22,CMP-1002,Paid Search,1248,45,54.62,3,169.42
2025-04-09,CMP-1017,Affiliate,712,13,7.09,0,0.0
2025-03-10,CMP-1013,Display,1559,4,2.07,0,0.0
2025-06-10,CMP-1017,Affiliate,657,19,9.04,1,119.75
2025-04-26,CMP-1010,Email,1123,22,3.79,2,265.89
2025-04-07,CMP-1011,Email,4215,127,18.21,7,436.09
2025-06-17,CMP-1016,Affiliate,956,17,16.14,0,0.0
2025-05-12,CMP-1008,Email,1552,49,5.64,4,414.1
2025-02-13,CMP-1013,Display,1834,10,8.72,0,0.0
2025-04-06,CMP-1015,Affiliate,5398,196,203.3,2,206.49
2025-08-11,CMP-1017,Affiliate,477,15,7.55,0,0.0
2025-04-13,CMP-1008,Email,1057,42,2.58,5,552.96
2025-05-26,CMP-1018,Organic Social,4738,79,0.0,1,61.75
2025-02-27,CMP-1002,Paid Search,1218,55,57.31,2,142.67
2025-04-29,CMP-1016,affiliates,878,13,8.48,1,109.31
2025-03-12,CMP-1001,Paid Search,4045,157,348.31,5,541.69
2025-07-01,CMP-1003,Paid Search,1023,76,166.87,6,475.84
2025-03-25,CMP-1018,Organic Social,3892,61,0.0,2,113.53
2025-10-05,CMP-1017,Affiliate,572,13,8.43,1,103.7
2025-08-28,CMP-1020,Organic Social,4216,64,0.0,3,279.03
2025-05-01,CMP-1005,Paid Social,10317,114,138.8,2,182.07
2025-09-14,CMP-1017,Affiliate,559,2,1.66,0,0.0
2025-06-19,CMP-1014,Display,1082,7,6.98,0,0.0
2025-04-24,CMP-1014,Display,1372,5,4.67,0,0.0
2025-03-25,CMP-1009,Email,1130,21,3.38,0,0.0
2025-04-09,CMP-1001,Paid Search,4038,218,314.37,6,780.51
2025-05-28,CMP-1013,Display,2472,16,15.02,0,0.0
2025-04-18,CMP-1009,Email,1442,49,3.53,6,361.89
2025-02-16,CMP-1007,Paid Social,2939,26,35.1,0,0.0
2025-04-18,CMP-1004,Paid Social,1892,12,20.24,1,109.36
2025-06-19,CMP-1017,Affiliate,807,9,7.14,1,132.26
2025-07-31,CMP-1019,Organic Social,4067,49,0.0,0,0.0
2025-04-15,CMP-1016,Affiliate,821,25,12.13,1,113.19
2025-10-18,CMP-1008,Email,1000,22,2.05,0,0.0
2025-08-08,CMP-1019,Organic Social,4709,67,0.0,3,255.51
2025-05-11,CMP-1015,Affiliate,4215,94,97.81,7,881.77
2025-05-21,CMP-1001,Paid Search,3177,163,284.94,8,867.61
2025-01-28,CMP-1018,Organic Social,4454,88,0.0,3,282.02
2025-07-15,CMP-1006,Paid Social,1869,35,60.28,0,0.0
2025-02-02,CMP-1007,Paid Social,3233,58,50.36,4,389.46
2025-02-15,CMP-1009,Email,787,21,1.18,1,126.55
2025-07-01,CMP-1019,Organic Social,2188,42,0.0,1,77.34
2025-04-07,CMP-1008,Email,1511,59,10.13,3,372.75
2025-04-12,CMP-1015,Affiliate,6619,144,72.3,9,984.59
2025-05-07,CMP-1018,Organic Social,4315,100,0.0,2,169.88
2025-03-17,CMP-1005,Paid Social,7262,60,38.33,2,201.06
2025-05-28,CMP-1011,Email,5636,101,17.65,3,195.66
2025-09-30,CMP-1017,Affiliate,632,4,3.13,0,0.0
2025-06-29,CMP-1017,Affiliate,444,17,9.05,3,319.23
2025-02-23,CMP-1014,Display,1112,3,1.1,0,0.0
2025-04-25,CMP-1010,Email,1286,48,3.55,5,607.2
2025-01-16,CMP-1012,Display,5623,10,7.85,0,0.0
2025-03-25,CMP-1017,Affiliate,844,43,36.03,1,72.1
2025-05-01,CMP-1013,Display Ads,2450,10,4.54,0,0.0
2025-07-23,CMP-1014,Display,1284,6,6.34,0,0.0
2025-08-25,CMP-1003,Paid Search,987,50,106.5,1,120.07
2025-07-26,CMP-1003,paid search,417,22,24.75,0,0.0
2025-04-27,CMP-1015,affiliates,5704,84,52.21,3,328.08
2025-05-21,CMP-1015,Affiliate,6742,147,88.43,3,346.87
2025-05-04,CMP-1006,Paid Social,901,8,8.98,0,0.0
2025-04-24,CMP-1018,Organic Social,4787,92,0.0,0,0.0
2025-08-07,CMP-1000,Paid Search,2416,132,126.72,10,952.33
2025-08-13,CMP-1017,Affiliate,906,13,13.9,0,0.0
2025-03-02,CMP-1018,Organic Social,3161,48,0.0,0,0.0
2025-07-31,CMP-1017,Affiliate,785,23,22.99,1,81.87
2025-04-19,CMP-1007,Paid Social,2828,26,34.59,1,114.1
2025-09-24,CMP-1003,Paid Search,1078,59,142.84,5,555.86
2025-03-24,CMP-1012,Display,6239,32,15.17,0,0.0
2025-04-10,CMP-1020,Organic Social,3547,46,0.0,0,0.0
2025-04-24,CMP-1008,Email,1169,22,1.34,2,157.11
2025-03-28,CMP-1012,Display,6441,21,19.18,1,83.58
2025-06-07,CMP-1011,Email,3399,97,8.1,8,378.75
2025-08-22,CMP-1017,Affiliate,775,16,18.7,0,0.0
2025-03-28,CMP-1001,Paid Search,3197,135,275.08,8,866.36
2025-09-10,CMP-1008,Email,735,16,0.9,0,0.0
2025-03-17,CMP-1018,Organic Social,3101,77,0.0,2,141.61
2025-02-13,CMP-1016,Affiliate,829,6,4.54,0,0.0
2025-03-07,CMP-1012,Display,9029,27,25.68,0,0.0
2025-02-17,CMP-1007,Paid Social,3482,37,48.4,2,195.51
2025-06-08,CMP-1018,Organic Social,2963,44,0.0,2,163.19
2025-05-12,CMP-1016,Affiliate,997,15,7.92,0,0.0
2025-08-15,CMP-1017,Affiliate,705,6,3.04,1,82.74
2025-01-15,CMP-1012,Display,8684,42,28.92,0,0.0
2025-06-19,CMP-1008,Email,1146,30,5.1,0,0.0
2025-08-29,CMP-1003,Paid Search,1276,61,110.96,5,323.92
2025-08-25,CMP-1008,Email,1304,25,2.5,0,0.0
2025-06-25,CMP-1002,Paid Search,776,23,27.7,1,108.2
2025-07-23,CMP-1019,Organic Social,3630,92,0.0,2,101.73
2025-09-13,CMP-1019,Organic Social,3354,77,0.0,0,0.0
2025-06-13,CMP-1017,Affiliate,748,16,8.56,2,182.57
2025-02-19,CMP-1014,Display,1917,2,0.9,0,0.0
2025-05-18,CMP-1004,Paid Social,1206,15,15.94,0,0.0
2025-04-08,CMP-1019,Organic Social,3828,44,0.0,0,0.0
2025-04-02,CMP-1014,Display,1610,11,8.95,0,0.0
2025-06-18,CMP-1009,Email,1026,15,2.35,1,120.29
2025-08-28,CMP-1003,Paid Search,1564,104,106.52,2,217.8
2025-03-15,CMP-1018,Organic Social,3249,42,0.0,1,68.92
2025-02-19,CMP-1000,Paid Search,1713,98,129.73,6,376.38
2025-03-11,CMP-1006,Paid Social,1576,11,9.48,0,0.0
2025-04-11,CMP-1006,Paid Social,1377,17,16.38,0,0.0
2025-07-30,CMP-1017,Affiliate,726,4,2.37,0,0.0
2025-04-08,CMP-1004,Paid Social,1930,23,41.38,0,0.0
2025-07-25,CMP-1008,Email,959,16,1.23,1,84.92
2025-02-03,CMP-1016,Affiliate,686,9,8.33,0,0.0
2025-04-11,CMP-1019,Organic Social,3918,56,0.0,1,104.05
2025-08-09,CMP-1003,Paid Search,766,26,34.66,2,124.99
2025-08-12,CMP-1017,Affiliate,723,12,10.68,0,0.0
2025-09-21,CMP-1017,Affiliate,545,8,4.63,0,0.0
2025-03-21,CMP-1018,Organic Social,4340,96,0.0,0,0.0
2025-05-06,CMP-1019,Organic Social,3152,69,0.0,0,0.0
2025-04-04,CMP-1015,Affiliate,6398,101,117.52,6,777.51
2025-04-13,CMP-1013,Display,1683,7,7.49,0,0.0
2025-09-19,CMP-1008,Email,1110,34,6.53,1,84.63
2025-03-25,CMP-1019,Organic Social,3391,74,0.0,2,219.79
2025-08-24,CMP-1019,Organic Social,2191,42,0.0,1,101.73
2025-06-09,CMP-1020,Organic Social,4270,57,0.0,0,0.0
2025-04-04,CMP-1019,Organic Social,2948,54,0.0,0,0.0
2025-02-18,CMP-1007,Paid Social,3059,27,23.25,1,68.13
2025-06-21,CMP-1002,Paid Search,854,39,38.02,3,165.42
2025-08-27,CMP-1016,Affiliate,664,16,11.86,0,0.0
2025-03-31,CMP-1002,Paid Search,965,46,53.52,2,192.32
2025-05-05,CMP-1004,Paid Social,1386,20,24.34,1,58.24
2025-03-02,CMP-1006,paid social ,1251,14,8.78,0,0.0
2025-08-29,CMP-1008,Email,1204,73,11.65,5,585.51
2025-11-14,CMP-1008,Email,1346,25,1.82,1,121.44
2025-05-21,CMP-1020,Organic Social,5142,97,0.0,0,0.0
2025-05-21,CMP-1019,Organic Social,3636,81,0.0,1,49.18
2025-10-13,CMP-1008,Email,1184,31,3.31,1,76.0
2025-07-31,CMP-1004,Paid Social,1377,10,14.49,0,0.0
2025-02-09,CMP-1002,Paid Search,719,38,62.11,4,278.4
2025-03-01,CMP-1007,Paid Social,2704,43,32.5,0,0.0
2025-06-25,CMP-1010,Email,1010,27,3.2,2,224.74
2025-07-02,CMP-1002,Paid Search,1036,44,41.39,1,98.93
2025-03-18,CMP-1011,Email,4202,155,19.99,11,1263.1
2025-05-09,CMP-1018,Organic Social,3043,36,0.0,0,0.0
2025-06-29,CMP-1008,Email,913,33,3.33,3,310.33
2025-01-25,CMP-1012,Display,4767,18,7.58,0,0.0
2025-03-19,CMP-1009,Email,1187,20,1.72,0,0.0
2025-06-21,CMP-1006,Paid Social,996,13,14.36,0,0.0
2025-09-30,CMP-1004,Paid Social,1002,10,12.76,0,0.0
2025-03-28,CMP-1017,Affiliate,541,11,11.87,1,146.34
2025-04-27,CMP-1006,Paid Social,1381,15,21.43,0,0.0
2025-08-17,CMP-1008,Email,1004,17,1.01,2,109.75
2025-05-11,CMP-1013,Display,1675,14,,0,0.0
2025-04-04,CMP-1010,Email ,741,14,1.88,3,188.42
2025-04-12,CMP-1020,Organic Social,3051,63,0.0,4,206.01
2025-07-28,CMP-1004,Paid Social,1295,17,16.45,0,0.0
2025-02-03,CMP-1007,Paid Social,4692,41,43.37,2,199.22
2025-06-05,CMP-1017,Affiliate,621,23,12.5,1,110.01
2025-03-02,CMP-1017,Affiliate,554,14,11.62,0,0.0
2025-05-08,CMP-1016,Affiliate,861,10,11.54,1,125.94
2025-04-10,CMP-1007,Paid Social,5047,57,49.07,1,43.58
2025-04-13,CMP-1018,Organic Social,3716,54,0.0,2,117.55
2025-04-05,CMP-1020,Organic Social,3002,38,0.0,1,87.1
2025-11-23,CMP-1008,Email,1422,54,8.01,2,116.67
2025-05-18,CMP-1017,affiliates,455,5,5.17,0,0.0
2025-07-18,CMP-1014,Display,1701,12,10.28,0,0.0
2025-03-20,CMP-1000,Paid Search,2781,142,141.69,5,518.33
2025-03-16,CMP-1005,Paid Social,7156,73,70.99,1,64.0
2025-06-07,CMP-1003,Paid Search,757,41,86.22,4,469.95
2025-03-18,CMP-1018,Organic Social,4632,76,0.0,3,219.56
2025-04-19,CMP-1015,Affiliate,4955,76,48.73,3,406.99
2025-03-18,CMP-1009,Email,974,34,5.43,1,108.28
2025-06-08,CMP-1006,Paid Social,1129,21,22.88,1,44.3
2025-03-13,CMP-1000,Paid Search,1765,84,163.54,3,334.52
2025-11-05,CMP-1004,Paid Social,2171,20,29.6,1,97.44
2025-04-13,CMP-1001,Paid Search,2833,120,262.27,5,334.16
2025-05-26,CMP-1001,Paid Search,4377,179,306.05,6,448.8
2025-06-21,CMP-1020,Organic Social,2878,29,0.0,0,0.0
2025-03-02,CMP-1000,Paid Search,1981,127,171.56,10,1206.24
2025-08-16,CMP-1008,Email,1141,39,6.24,1,79.68
2025-05-10,CMP-1000,Paid Search,1904,60,75.92,3,327.19
2025-06-29,CMP-1010,Email,876,14,1.82,1,107.72
2025-02-04,CMP-1018,Organic Social,4414,76,0.0,0,0.0
2025-02-12,CMP-1011,Email,4859,164,30.44,12,1119.06
2025-04-07,CMP-1000,Paid Search,2983,121,255.64,7,526.51
2025-07-01,CMP-1008,Email,1559,52,10.15,3,339.19
2025-11-08,CMP-1004,Social Paid,1691,12,9.24,0,0.0
2025-06-20,CMP-1019,Organic Social,3483,62,0.0,3,295.78
2025-05-26,CMP-1014,Display,1603,8,6.67,0,0.0
2025-03-03,CMP-1001,Paid Search,3980,171,365.97,8,593.19
2025-04-08,CMP-1000,Paid Search,2932,53,81.69,1,117.05
2025-05-01,CMP-1000,Paid Search,1718,61,129.15,2,157.44
2025-02-23,CMP-1007,Paid Social,3651,34,29.94,0,0.0
2025-06-12,CMP-1008,Email,1263,40,5.36,5,612.09
2025-05-07,CMP-1020,Organic Social,3645,66,0.0,0,0.0
2025-10-08,CMP-1008,Email,1213,47,4.09,2,102.81
2025-04-10,CMP-1000,Paid Search,2140,81,151.5,1,76.29
2025-04-27,CMP-1007,Social Paid,2549,39,56.64,2,195.03
2025-09-28,CMP-1004,Paid Social,891,10,9.02,0,0.0
2025-03-30,CMP-1019,Organic Social,3322,69,0.0,2,134.92
2025-03-07,CMP-1006,Paid Social,1918,36,52.3,0,0.0
2025-01-31,CMP-1018,Organic Social,4964,81,0.0,2,112.27
2025-07-15,CMP-1002,Paid Search,1189,43,92.94,3,238.61
2025-10-29,CMP-1004,Paid Social,2019,22,19.67,0,0.0
2025-06-06,CMP-1003,Paid Search,1111,50,71.37,2,139.62
2025-10-03,CMP-1004,Paid Social,1902,30,35.21,1,79.8
2025-03-01,CMP-1012,Display,5475,32,23.07,0,0.0
2025-07-05,CMP-1009,Email,853,31,2.22,4,412.85
2025-04-07,CMP-1013,Display,1944,5,4.26,0,0.0
2025-04-14,CMP-1002,Paid Search,1264,51,56.78,3,339.72
2025-06-30,CMP-1020,Organic Social,4552,78,0.0,2,164.74
2025-08-11,CMP-1000,Paid Search,2042,121,124.75,8,890.63
2025-08-18,CMP-1008,Email,1278,26,1.48,1,85.7
2025-04-08,CMP-1010,Email,1620,98,5.5,1,83.49
2025-04-09,CMP-1008,Email,1453,39,2.09,3,202.65
2025-04-15,CMP-1006,Paid Social,1329,22,20.68,0,0.0
2025-03-14,CMP-1013,Display,2401,9,8.67,0,0.0
2025-04-18,CMP-1008,e-mail,994,26,3.75,0,0.0
2025-07-10,CMP-1006,Paid Social,2107,16,27.65,1,71.65
2025-07-06,CMP-1000,Paid Search,2416,69,163.31,0,0.0
2025-03-10,CMP-1005,Paid Social,8589,61,39.95,2,166.5
2025-07-09,CMP-1004,Paid Social,1734,17,30.39,0,0.0
2025-06-10,CMP-1016,Affiliate,993,26,26.96,1,86.31
2025-06-23,CMP-1020,Organic Social,3261,40,0.0,3,272.31
2025-02-25,CMP-1011,Email,2443,76,11.21,5,417.25
2025-03-07,CMP-1009,Email,1252,35,5.75,4,290.03
2025-07-30,CMP-1003,Paid Search,1011,12,27.77,0,0.0
2025-04-02,CMP-1012,Display,5039,19,13.63,0,0.0
2025-01-30,CMP-1018,Organic Social,2852,49,0.0,0,0.0
2025-03-01,CMP-1018,Organic Social,2996,56,0.0,1,60.52
2025-02-10,CMP-1018,Organic Social,4039,86,0.0,0,0.0
2025-10-10,CMP-1008,Email,1223,33,2.04,5,488.37
2025-04-25,CMP-1003,Paid Search,1695,69,127.57,7,687.67
2025-08-01,CMP-1008,Email,1013,25,,1,93.82
2025-03-23,CMP-1001,Paid Search,2952,161,175.2,9,1190.14
2025-05-11,CMP-1006,Paid Social,1679,20,30.33,0,0.0
2025-03-19,CMP-1000,Paid Search,2189,99,185.61,3,313.05
2025-04-29,CMP-1007,Paid Social,3559,44,41.84,0,0.0
2025-08-13,CMP-1003,Paid Search,1084,58,77.69,0,0.0
2025-04-20,CMP-1010,Email,863,27,2.57,2,167.9
2025-05-05,CMP-1003,Paid Search,1222,74,71.67,2,221.83
2025-03-10,CMP-1009,Email,1180,21,2.78,0,0.0
2025-07-03,CMP-1020,Organic Social,3154,80,0.0,1,58.74
2025-03-23,CMP-1014,Display,1162,7,3.25,0,0.0
2025-06-03,CMP-1000,Paid Search,2673,118,112.45,6,671.91
2025-02-21,CMP-1002,Paid Search,934,41,57.88,2,268.45
2025-06-07,CMP-1020,Organic Social,2712,50,0.0,3,119.89
2025-07-13,CMP-1014,Display,1182,3,1.44,0,0.0
2025-07-29,CMP-1008,Email,1141,39,5.22,0,0.0
2025-05-06,CMP-1015,Affiliate,5815,98,106.41,7,881.91
2025-04-23,CMP-1019,Organic Social,3771,66,0.0,0,0.0
2025-02-24,CMP-1014,Display,1819,12,6.64,0,0.0
2025-03-09,CMP-1013,Display,1353,8,2.94,0,0.0
2025-05-23,CMP-1020,Organic Social,4683,81,0.0,0,0.0
2025-06-14,CMP-1013,Display,2362,7,7.49,0,0.0
2025-07-08,CMP-1008,Email,1055,33,6.21,5,270.03
2025-05-14,CMP-1003,Paid Search,1345,71,110.5,3,279.15
2025-08-26,CMP-1019,Organic Social,3760,41,0.0,1,99.94
2025-11-05,CMP-1008,Email,1807,45,2.91,2,229.82
2025-04-11,CMP-1002,Paid Search,938,67,63.77,3,291.26
2025-02-16,CMP-1009,Email,773,20,3.15,2,152.75
2025-07-11,CMP-1008,Email,1153,37,7.17,3,268.55
2025-07-30,CMP-1008,Email,1884,74,13.87,4,495.55
2025-06-06,CMP-1020,Organic Social,3704,52,0.0,0,0.0
2025-06-22,CMP-1019,Organic-Social,3385,66,0.0,0,0.0
2025-06-30,CMP-1009,Email,1168,20,2.99,2,161.26
2025-04-29,CMP-1004,Paid Social,835,1,1.57,0,0.0
2025-01-22,CMP-1013,Display,2064,8,5.03,0,0.0
2025-08-18,CMP-1020,Organic Social,3693,85,0.0,3,308.68
2025-01-18,CMP-1012,Display,4381,7,4.59,0,0.0
2025-05-21,CMP-1010,Email,1502,14,1.4,2,130.75
2025-07-30,CMP-1002,Paid Search,1127,41,103.49,1,123.02
2025-10-08,CMP-1019,Organic Social,4037,42,0.0,0,0.0
2025-01-27,CMP-1011,Email,5458,149,16.24,9,856.29
2025-05-06,CMP-1001,Paid Search,4692,208,419.64,12,1360.32
2025-06-24,CMP-1020,Organic Social,3649,71,0.0,1,41.98
2025-03-26,CMP-1000,Paid Search,3208,121,204.28,5,564.9
2025-04-25,CMP-1020,Organic Social,4106,51,0.0,2,176.82
2025-02-20,CMP-1017,Affiliate,607,8,3.32,0,0.0
2025-08-31,CMP-1017,Affiliate,552,11,8.28,1,115.4
2025-02-24,CMP-1016,Affiliate,873,25,13.67,0,0.0
2025-07-05,CMP-1014,Display,986,7,5.02,0,0.0
2025-08-18,CMP-1004,Paid Social,1559,22,39.12,1,81.86
2025-07-26,CMP-1002,Paid Search,816,43,78.06,2,114.3
2025-06-01,CMP-1011,Email,3368,108,17.13,6,511.69
2025-03-13,CMP-1006,Paid Social,2012,22,24.62,0,0.0
2025-06-27,CMP-1016,Affiliate,1254,33,19.4,4,276.28
2025-07-17,CMP-1016,Affiliate,872,5,2.28,0,0.0
2025-06-25,CMP-1019,Organic Social,3451,58,0.0,0,0.0
2025-04-25,CMP-1015,Affiliate ,5896,156,97.5,5,456.41
2025-05-19,CMP-1003,Paid Search,1223,66,159.7,8,924.17
2025-05-08,CMP-1017,Affiliate,695,8,5.01,0,0.0
2025-04-16,CMP-1019,Organic Social,4328,59,0.0,1,44.22
2025-03-15,CMP-1007,Paid Social,2267,18,20.76,0,0.0
2025-05-09,CMP-1006,Paid Social,2061,30,39.84,0,0.0
2025-09-14,CMP-1019,Organic Social,3289,16,0.0,0,0.0
2025-03-08,CMP-1001,Paid Search,2352,97,176.93,5,335.94
2025-02-15,CMP-1013,Display,1508,6,6.13,0,0.0
2025-09-17,CMP-1019,Organic Social,4437,62,0.0,0,0.0
2025-03-08,CMP-1016,Affiliate,518,11,13.19,0,0.0
2025-06-07,CMP-1016,Affiliate,585,10,6.51,1,135.18
2025-05-04,CMP-1020,Organic Social,2919,51,0.0,2,188.36
2025-06-06,CMP-1010,Email,1350,44,7.11,2,209.33
2025-08-12,CMP-1003,Paid Search,1360,61,71.06,2,125.36
2025-07-02,CMP-1020,Organic Social,3678,53,0.0,0,0.0
2025-04-14,CMP-1006,Paid Social,1878,15,9.5,0,0.0
2025-04-30,CMP-1020,Organic Social,3711,110,0.0,1,67.29
2025-01-17,CMP-1013,Display,1494,6,,0,0.0
2025-07-18,CMP-1008,Email,1350,40,3.64,3,188.36
2025-04-20,CMP-1000,Paid Search,1884,112,250.95,4,437.43
2025-03-18,CMP-1012,Display,5914,26,26.35,0,0.0
2025-04-20,CMP-1016,Affiliate,707,28,19.83,0,0.0
2025-09-26,CMP-1004,Paid Social,730,8,12.62,0,0.0
2025-04-24,CMP-1017,Affiliate,599,15,8.91,1,148.97
2025-03-26,CMP-1002,Paid Search,949,38,39.66,5,578.34
2025-07-09,CMP-1006,Paid Social,1708,17,16.59,0,0.0
2025-06-20,CMP-1003,Paid Search,1546,78,149.28,6,816.15
2025-04-19,CMP-1004,Paid Social,1199,10,10.41,1,67.96
2025-09-17,CMP-1003,Paid Search,1231,47,48.52,2,183.34
2025-08-03,CMP-1014,Display,1017,1,0.69,0,0.0
2025-06-11,CMP-1020,Organic Social,4200,89,,3,140.39
2025-04-29,CMP-1002,Paid Search,835,29,49.87,1,131.55
